UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,AIRCRAFT_TYPE,MONTH
8E,Bering Air Inc.,WMO,AK,OME,AK,415,9
8E,Bering Air Inc.,WMO,AK,OME,AK,415,9
8E,Bering Air Inc.,WMO,AK,SKK,AK,415,9
8E,Bering Air Inc.,WMO,AK,SMK,AK,415,9
8E,Bering Air Inc.,WMO,AK,UNK,AK,412,9
8E,Bering Air Inc.,WTK,AK,BKC,AK,415,9
8E,Bering Air Inc.,WTK,AK,IAN,AK,415,9
8E,Bering Air Inc.,WTK,AK,KVL,AK,415,9
8E,Bering Air Inc.,WTK,AK,KVL,AK,415,9
8E,Bering Air Inc.,WTK,AK,OBU,AK,415,9
8E,Bering Air Inc.,WTK,AK,ORV,AK,415,9
8E,Bering Air Inc.,WTK,AK,OTZ,AK,412,9
8E,Bering Air Inc.,WTK,AK,OTZ,AK,415,9
8E,Bering Air Inc.,WTK,AK,OTZ,AK,415,9
8E,Bering Air Inc.,WTK,AK,RDB,AK,415,9
8V,Wright Air Service,A18,AK,A73,AK,416,9
8V,Wright Air Service,A73,AK,A18,AK,416,9
8V,Wright Air Service,A73,AK,FAI,AK,416,9
8V,Wright Air Service,AET,AK,AKP,AK,416,9
8V,Wright Air Service,AET,AK,BTT,AK,416,9
8V,Wright Air Service,AET,AK,FAI,AK,416,9
8V,Wright Air Service,AET,AK,FAI,AK,416,9
8V,Wright Air Service,AET,AK,HUS,AK,416,9
8V,Wright Air Service,AIN,AK,ATK,AK,416,9
8V,Wright Air Service,AIN,AK,BRW,AK,416,9
8V,Wright Air Service,AIN,AK,BRW,AK,416,9
8V,Wright Air Service,AIN,AK,BRW,AK,416,9
8V,Wright Air Service,AIN,AK,PIZ,AK,416,9
8V,Wright Air Service,AKP,AK,AET,AK,416,9
8V,Wright Air Service,AKP,AK,ATK,AK,416,9
8V,Wright Air Service,AKP,AK,BRW,AK,416,9
8V,Wright Air Service,AKP,AK,BTT,AK,416,9
8V,Wright Air Service,AKP,AK,CXF,AK,416,9
8V,Wright Air Service,AKP,AK,FAI,AK,416,9
8V,Wright Air Service,AKP,AK,FAI,AK,416,9
8V,Wright Air Service,AKP,AK,SCC,AK,416,9
8V,Wright Air Service,AKP,AK,UMT,AK,416,9
8V,Wright Air Service,ARC,AK,BTI,AK,416,9
8V,Wright Air Service,ARC,AK,FAI,AK,416,9
8V,Wright Air Service,ARC,AK,FYU,AK,416,9
8V,Wright Air Service,ARC,AK,SCC,AK,416,9
8V,Wright Air Service,ARC,AK,VEE,AK,416,9
8V,Wright Air Service,ARC,AK,WCR,AK,416,9
8V,Wright Air Service,ATK,AK,AIN,AK,416,9
8V,Wright Air Service,ATK,AK,BRW,AK,416,9
8V,Wright Air Service,ATK,AK,BRW,AK,416,9
8V,Wright Air Service,ATK,AK,FAI,AK,416,9
8V,Wright Air Service,ATK,AK,NUI,AK,416,9
8V,Wright Air Service,ATK,AK,PIZ,AK,416,9
8V,Wright Air Service,BRW,AK,AIN,AK,416,9
8V,Wright Air Service,BRW,AK,AIN,AK,416,9
8V,Wright Air Service,BRW,AK,AIN,AK,416,9
8V,Wright Air Service,BRW,AK,ATK,AK,416,9
8V,Wright Air Service,BRW,AK,FAI,AK,416,9
8V,Wright Air Service,BRW,AK,NUI,AK,416,9
8V,Wright Air Service,BRW,AK,PHO,AK,416,9
8V,Wright Air Service,BRW,AK,PIZ,AK,416,9
8V,Wright Air Service,BRW,AK,PIZ,AK,416,9
8V,Wright Air Service,BRW,AK,SCC,AK,416,9
8V,Wright Air Service,BTI,AK,ARC,AK,416,9
8V,Wright Air Service,BTI,AK,FAI,AK,416,9
8V,Wright Air Service,BTI,AK,SCC,AK,416,9
8V,Wright Air Service,BTT,AK,AET,AK,416,9
8V,Wright Air Service,BTT,AK,AKP,AK,416,9
8V,Wright Air Service,BTT,AK,CXF,AK,416,9
8V,Wright Air Service,BTT,AK,DCK,AK,416,9
8V,Wright Air Service,BTT,AK,FAI,AK,416,9
8V,Wright Air Service,BTT,AK,FAI,AK,416,9
8V,Wright Air Service,CIK,AK,FAI,AK,416,9
8V,Wright Air Service,CIK,AK,FYU,AK,416,9
8V,Wright Air Service,CIK,AK,KBC,AK,416,9
8V,Wright Air Service,CXF,AK,AKP,AK,416,9
8V,Wright Air Service,CXF,AK,BTT,AK,416,9
8V,Wright Air Service,CXF,AK,FAI,AK,034,9
8V,Wright Air Service,CXF,AK,FAI,AK,416,9
8V,Wright Air Service,CXF,AK,SCC,AK,416,9
8V,Wright Air Service,DCK,AK,BTT,AK,416,9
8V,Wright Air Service,DCK,AK,FAI,AK,416,9
8V,Wright Air Service,DCK,AK,HSL,AK,416,9
8V,Wright Air Service,DCK,AK,HUS,AK,416,9
8V,Wright Air Service,FAI,AK,A73,AK,416,9
8V,Wright Air Service,FAI,AK,AET,AK,416,9
8V,Wright Air Service,FAI,AK,AET,AK,416,9
8V,Wright Air Service,FAI,AK,AKP,AK,416,9
8V,Wright Air Service,FAI,AK,ARC,AK,416,9
8V,Wright Air Service,FAI,AK,BRW,AK,416,9
8V,Wright Air Service,FAI,AK,BTI,AK,416,9
8V,Wright Air Service,FAI,AK,BTT,AK,416,9
8V,Wright Air Service,FAI,AK,BTT,AK,416,9
8V,Wright Air Service,FAI,AK,CIK,AK,416,9
8V,Wright Air Service,FAI,AK,CXF,AK,416,9
8V,Wright Air Service,FAI,AK,DCK,AK,416,9
8V,Wright Air Service,FAI,AK,FAI,AK,034,9
8V,Wright Air Service,FAI,AK,FAI,AK,034,9
8V,Wright Air Service,FAI,AK,FAI,AK,416,9
8V,Wright Air Service,FAI,AK,FYU,AK,416,9
8V,Wright Air Service,FAI,AK,FYU,AK,416,9
8V,Wright Air Service,FAI,AK,GAL,AK,416,9
8V,Wright Air Service,FAI,AK,GAL,AK,416,9
8V,Wright Air Service,FAI,AK,HSL,AK,416,9
8V,Wright Air Service,FAI,AK,HSL,AK,416,9
8V,Wright Air Service,FAI,AK,HUS,AK,416,9
8V,Wright Air Service,FAI,AK,HUS,AK,416,9
8V,Wright Air Service,FAI,AK,KAL,AK,416,9
8V,Wright Air Service,FAI,AK,KBC,AK,416,9
8V,Wright Air Service,FAI,AK,KYU,AK,416,9
8V,Wright Air Service,FAI,AK,LMA,AK,035,9
8V,Wright Air Service,FAI,AK,LMA,AK,194,9
8V,Wright Air Service,FAI,AK,LMA,AK,416,9
8V,Wright Air Service,FAI,AK,LMA,AK,416,9
8V,Wright Air Service,FAI,AK,LMA,AK,416,9
8V,Wright Air Service,FAI,AK,MLY,AK,034,9
8V,Wright Air Service,FAI,AK,NUL,AK,416,9
8V,Wright Air Service,FAI,AK,OTZ,AK,416,9
8V,Wright Air Service,FAI,AK,RBY,AK,416,9
8V,Wright Air Service,FAI,AK,SCC,AK,416,9
8V,Wright Air Service,FAI,AK,SVS,AK,416,9
8V,Wright Air Service,FAI,AK,TAL,AK,416,9
8V,Wright Air Service,FAI,AK,TAL,AK,416,9
8V,Wright Air Service,FAI,AK,UMT,AK,416,9
8V,Wright Air Service,FAI,AK,VEE,AK,416,9
8V,Wright Air Service,FAI,AK,WBQ,AK,416,9
8V,Wright Air Service,FAI,AK,WCR,AK,416,9
8V,Wright Air Service,FAI,AK,WCR,AK,416,9
8V,Wright Air Service,FYU,AK,ARC,AK,416,9
8V,Wright Air Service,FYU,AK,CIK,AK,416,9
8V,Wright Air Service,FYU,AK,FAI,AK,034,9
8V,Wright Air Service,FYU,AK,FAI,AK,416,9
8V,Wright Air Service,FYU,AK,FAI,AK,416,9
8V,Wright Air Service,FYU,AK,FYU,AK,034,9
8V,Wright Air Service,FYU,AK,KBC,AK,416,9
8V,Wright Air Service,FYU,AK,VEE,AK,416,9
8V,Wright Air Service,FYU,AK,WCR,AK,034,9
8V,Wright Air Service,GAL,AK,FAI,AK,416,9
8V,Wright Air Service,GAL,AK,FAI,AK,416,9
8V,Wright Air Service,GAL,AK,FAI,AK,416,9
8V,Wright Air Service,GAL,AK,GAL,AK,416,9
8V,Wright Air Service,GAL,AK,HSL,AK,416,9
8V,Wright Air Service,GAL,AK,KAL,AK,416,9
8V,Wright Air Service,GAL,AK,KAL,AK,416,9
8V,Wright Air Service,GAL,AK,KYU,AK,416,9
8V,Wright Air Service,GAL,AK,NUL,AK,416,9
8V,Wright Air Service,GAL,AK,RBY,AK,416,9
8V,Wright Air Service,GAL,AK,TAL,AK,416,9
8V,Wright Air Service,HKB,AK,FAI,AK,034,9
8V,Wright Air Service,HSL,AK,DCK,AK,416,9
8V,Wright Air Service,HSL,AK,FAI,AK,416,9
8V,Wright Air Service,HSL,AK,FAI,AK,416,9
8V,Wright Air Service,HSL,AK,GAL,AK,416,9
8V,Wright Air Service,HSL,AK,HUS,AK,416,9
8V,Wright Air Service,HSL,AK,RBY,AK,416,9
8V,Wright Air Service,HSL,AK,TAL,AK,416,9
8V,Wright Air Service,HUS,AK,AET,AK,416,9
8V,Wright Air Service,HUS,AK,BRW,AK,416,9
8V,Wright Air Service,HUS,AK,BTT,AK,416,9
8V,Wright Air Service,HUS,AK,DCK,AK,416,9
8V,Wright Air Service,HUS,AK,FAI,AK,416,9
8V,Wright Air Service,HUS,AK,FAI,AK,416,9
8V,Wright Air Service,HUS,AK,TAL,AK,416,9
8V,Wright Air Service,KAL,AK,FAI,AK,416,9
8V,Wright Air Service,KAL,AK,FAI,AK,416,9
8V,Wright Air Service,KAL,AK,GAL,AK,416,9
8V,Wright Air Service,KAL,AK,NUL,AK,416,9
8V,Wright Air Service,KBC,AK,CIK,AK,416,9
8V,Wright Air Service,KBC,AK,FAI,AK,416,9
8V,Wright Air Service,KBC,AK,FYU,AK,416,9
8V,Wright Air Service,KYU,AK,FAI,AK,416,9
8V,Wright Air Service,KYU,AK,GAL,AK,416,9
8V,Wright Air Service,KYU,AK,KAL,AK,416,9
8V,Wright Air Service,KYU,AK,NUL,AK,416,9
8V,Wright Air Service,LMA,AK,FAI,AK,035,9
8V,Wright Air Service,LMA,AK,FAI,AK,194,9
8V,Wright Air Service,LMA,AK,FAI,AK,416,9
8V,Wright Air Service,LMA,AK,FAI,AK,416,9
8V,Wright Air Service,LMA,AK,FAI,AK,416,9
8V,Wright Air Service,LMA,AK,MCG,AK,416,9
8V,Wright Air Service,MCG,AK,FAI,AK,416,9
8V,Wright Air Service,NUI,AK,BRW,AK,416,9
8V,Wright Air Service,NUI,AK,FAI,AK,416,9
8V,Wright Air Service,NUI,AK,SCC,AK,416,9
8V,Wright Air Service,NUI,AK,SCC,AK,416,9
8V,Wright Air Service,NUL,AK,FAI,AK,416,9
8V,Wright Air Service,NUL,AK,GAL,AK,416,9
8V,Wright Air Service,NUL,AK,KAL,AK,416,9
8V,Wright Air Service,NUL,AK,KYU,AK,416,9
8V,Wright Air Service,NUL,AK,OTZ,AK,416,9
8V,Wright Air Service,OTZ,AK,FAI,AK,416,9
8V,Wright Air Service,PHO,AK,BRW,AK,416,9
8V,Wright Air Service,PHO,AK,PIZ,AK,416,9
